Name,Brand,SKU,Barcode,Category,CurrentStock,Unit,CostPrice,SellingPrice,ExpiryDate,Aisle,TempZone
Gourmet Sweet Tamarind Royal Basmati Rice 500g,Mother Dairy Milling,PANT-000160,890100786212,Pantry & Dry Goods,128,box,119.40,184.64,2027-05-01,Aisle 08,ambient
Desi Jeera Masala Soda 1.5L,Royal Indian Naturals,BEVE-000161,890100786213,Beverages,59,pack,72.27,107.53,2027-06-04,Aisle 06,ambient
Low-Sodium Mozzarella Shredded 250ml,Fortune Milling,DAIR-000162,890100786214,Dairy & Eggs,147,box,36.97,56.80,2026-09-14,Aisle 03,chilled
Roasted Caramelized Onion Nimbu Paani Soda 2-Pack,Desi Organics Plantations,BEVE-000163,890100786215,Beverages,69,pack,138.35,252.74,2026-11-09,Aisle 05,ambient
Plant-Based Kesar Pista Fresh Mint (Pudina) 350g,Dabur Kitchens,FRES-000164,890100786216,Fresh Produce,218,bag,22.79,31.68,2026-09-16,Aisle 01,chilled
Unpolished Organic Sharbati Atta 250g,Vedic Fresh Co.,PANT-000165,890100786217,Pantry & Dry Goods,65,jar,356.99,579.48,2027-04-02,Aisle 06,ambient
Aged Moong Dal Namkeen 400g,Fortune Naturals,SNAC-000166,890100786218,Snacks & Confectionery,176,packet,131.31,170.76,2026-08-30,Aisle 09,ambient
Gluten-Free Rose Infused Sourdough Loaf 400g,Heritage Agro,BAKE-000167,890100786219,Bakery & Deli,120,box,290.95,384.56,2026-09-03,Aisle 03,ambient
Sun-Dried Vanilla Bean Herbal Hand Wash Neem 10kg,Desi Organics Mills,HOUS-000168,890100786220,Household & Personal Care,112,packet,443.26,686.68,2027-07-19,Aisle 12,ambient
Premium Sweet Tamarind Pure Jaggery Powder (Gud) 10kg,Everest Springs,PANT-000169,890100786221,Pantry & Dry Goods,43,packet,658.99,839.96,2027-06-28,Aisle 08,ambient
Zero-Sugar Tandoori Smoked Rusk Toast 10-Pack,Urban Roots Springs,BAKE-000170,890100786222,Bakery & Deli,107,box,121.54,155.61,2026-09-07,Aisle 04,chilled
Aged Diet Mixture Namkeen 500ml,Satvik Agro,SNAC-000171,890100786223,Snacks & Confectionery,70,packet,285.80,401.78,2027-04-15,Aisle 09,ambient
Stone-Ground Alphonso Mango Buffalo Milk 8-Pack,Tata Harvest,DAIR-000172,890100786224,Dairy & Eggs,185,carton,430.34,629.01,2026-09-01,Aisle 03,chilled
Aged Butter Murukku 250g,Pure Vedic Kitchens,SNAC-000173,890100786225,Snacks & Confectionery,214,packet,369.11,586.98,2026-10-19,Aisle 09,ambient
Wildcrafted Kashmiri Saffron Cream Cheese 5kg,Satvik Dairy,DAIR-000174,890100786226,Dairy & Eggs,14,packet,411.43,584.77,2026-09-11,Aisle 02,chilled
Signature Desi Cow Ghee 5L,Saffola Milling,DAIR-000175,890100786227,Dairy & Eggs,15,packet,393.97,499.42,2026-09-16,Aisle 03,chilled
Aged Guava Chilli Juice 10-Pack,Vedic Fresh Foods,BEVE-000176,890100786228,Beverages,105,pack,400.65,737.65,2027-01-30,Aisle 05,ambient
Desi Frozen Green Peas 750ml,Green Earth Milling,FROZ-000177,890100786229,Frozen Foods,227,pack,117.11,205.85,2026-12-10,Aisle 08,frozen
Roasted Green Peas Fresh 150g,Amul Goods,FRES-000178,890100786230,Fresh Produce,30,kg,139.50,185.01,2026-09-01,Aisle 01,ambient
Natural Ajwain & Jeera Fish Fingers Frozen 400g,Satvik Plantations,FROZ-000179,890100786231,Frozen Foods,105,packet,135.26,208.30,2027-02-06,Aisle 08,frozen
Crisp Pista Almond Bananas 50g,Mother Dairy Foods,FRES-000180,890100786232,Fresh Produce,106,pcs,65.15,88.75,2026-09-07,Aisle 02,ambient
Farm-Fresh Tandoori Smoked Pomegranates Snack Pack,FarmGold Foods,FRES-000181,890100786233,Fresh Produce,115,pcs,120.94,153.95,2026-08-29,Aisle 02,ambient
Crisp Ajwain & Jeera Fresh Chicken Curry Cut 10kg,Tata Naturals,MEAT-000182,890100786234,Meat & Seafood,187,pcs,569.40,1048.22,2026-08-29,Aisle 05,chilled
Unpolished Bitter Gourd (Karela) 500g,Organic Tattva Dairy,FRES-000183,890100786235,Fresh Produce,162,pack,133.97,238.92,2026-09-03,Aisle 02,chilled
Smoked Oranges Nagpur 500ml,Vedic Fresh Goods,FRES-000184,890100786236,Fresh Produce,83,pcs,53.64,67.30,2026-08-29,Aisle 01,chilled
Rustic Roasted Makhana Foxnuts 350g,Nature Harvest Plantations,SNAC-000185,890100786237,Snacks & Confectionery,238,box,507.38,886.85,2026-11-07,Aisle 09,ambient
Heritage Pista Almond Herbal Hand Wash Neem 250ml,Green Earth Farms,HOUS-000186,890100786238,Household & Personal Care,221,bottle,167.76,270.27,2026-08-23,Aisle 12,ambient
Extra-Virgin Cinnamon Spice Broccoli Crowns 6-Pack,Deccan Dairy,FRES-000187,890100786239,Fresh Produce,151,pack,36.20,56.70,2026-09-12,Aisle 01,chilled
Premium Iced Lemon Tea 5kg,Dabur Provisions,BEVE-000188,890100786240,Beverages,79,can,299.01,472.24,2027-01-14,Aisle 06,chilled
Whole-Grain Kitchen Paper Towels 4-Roll 200g,Catch Co.,HOUS-000189,890100786241,Household & Personal Care,231,box,180.24,256.05,2027-09-14,Aisle 12,ambient
Natural Lemon Pepper Pav 6-Pack 250g,Desi Organics Naturals,BAKE-000190,890100786242,Bakery & Deli,152,box,277.58,417.19,2026-08-30,Aisle 03,chilled
Unpolished Bamboo Toothbrush 2pk 6-Pack,Royal Indian Organics,HOUS-000191,890100786243,Household & Personal Care,47,bottle,509.57,872.08,2028-02-28,Aisle 12,ambient
Plant-Based Mutton Chops 5L,Dabur Goods,MEAT-000192,890100786244,Meat & Seafood,161,pack,926.24,1526.77,2026-08-31,Aisle 05,chilled
Unpolished Pav 6-Pack 150g,Bhoomi Botanicals,BAKE-000193,890100786245,Bakery & Deli,80,box,204.67,340.08,2026-09-06,Aisle 03,chilled
Whole-Grain Frozen Green Peas Snack Pack,Green Earth Milling,FROZ-000194,890100786246,Frozen Foods,123,box,381.05,533.34,2026-12-11,Aisle 09,frozen
Grass-Fed Watermelon 250g,Desi Organics Milling,FRES-000195,890100786247,Fresh Produce,211,pcs,42.43,78.22,2026-09-10,Aisle 02,chilled
Select Mutton Curry Cut 250g,Kaveri Dairy,MEAT-000196,890100786248,Meat & Seafood,231,kg,157.13,268.57,2026-09-02,Aisle 04,chilled
Low-Sodium Diet Mixture Namkeen 150ml,Green Earth Co.,SNAC-000197,890100786249,Snacks & Confectionery,159,box,19.02,29.50,2027-02-09,Aisle 09,ambient
Cured Kesar Pista Pineapples Snack Pack,Mother Dairy Farms,FRES-000198,890100786250,Fresh Produce,221,kg,116.84,189.59,2026-08-30,Aisle 02,chilled
Gourmet Nagpur Orange California Almonds 750ml,SunBrite Farms,SNAC-000199,890100786251,Snacks & Confectionery,168,bag,287.53,369.24,2027-05-19,Aisle 10,ambient
Stone-Ground Lemon Pepper Cow Milk 5kg,Tata Organics,DAIR-000200,890100786252,Dairy & Eggs,205,packet,100.56,147.16,2026-09-12,Aisle 03,chilled
Cured Tiger Prawns Jumbo 10-Pack,Green Earth Co.,MEAT-000201,890100786253,Meat & Seafood,47,pcs,196.78,342.94,2026-08-30,Aisle 04,chilled
Organic Rose Infused Biodegradable Garbage Bags 200ml,Bhoomi Harvest,HOUS-000202,890100786254,Household & Personal Care,48,packet,500.53,757.70,2026-08-27,Aisle 12,ambient
Premium Greek Yogurt Snack Pack,Vedic Fresh Goods,DAIR-000203,890100786255,Dairy & Eggs,122,carton,385.57,487.48,2026-09-12,Aisle 02,chilled
Rustic Liquid Laundry Detergent Snack Pack,Himalayan Springs,HOUS-000204,890100786256,Household & Personal Care,8,pack,485.07,678.58,2029-03-15,Aisle 11,ambient
Signature Toasted Sesame Cold Brew Coffee 12-Pack,Royal Indian Kitchens,BEVE-000205,890100786257,Beverages,131,carton,315.71,534.33,2026-08-18,Aisle 06,chilled
Cured Pav 6-Pack 150ml,Catch Botanicals,BAKE-000206,890100786258,Bakery & Deli,71,box,201.50,328.49,2026-08-29,Aisle 04,chilled
Gourmet Sweet Tamarind Mutton Chops 350g,Tata Farms,MEAT-000207,890100786259,Meat & Seafood,226,pack,908.83,1508.21,2026-08-31,Aisle 04,chilled
Sweet Double Toned Milk 330ml,Heritage Organics,DAIR-000208,890100786260,Dairy & Eggs,145,pack,186.32,304.57,2026-09-09,Aisle 03,chilled
Smoked Dishwash Gel Lemon 4-Pack,Everest Springs,HOUS-000209,890100786261,Household & Personal Care,240,pack,334.27,426.60,2027-03-23,Aisle 12,ambient
Sun-Dried Himalayan Spring Water 2-Pack,Satvik Springs,BEVE-000210,890100786262,Beverages,228,bag,286.08,468.77,2026-08-29,Aisle 06,ambient
Signature Nagpur Orange Fresh Rohu Fish 250g,Amul Dairy,MEAT-000211,890100786263,Meat & Seafood,29,kg,172.05,278.79,2026-09-01,Aisle 04,chilled
Rustic Dark Chocolate Organic Green Tea 6-Pack,Mother Dairy Provisions,BEVE-000212,890100786264,Beverages,58,pack,217.46,324.05,2026-08-30,Aisle 06,ambient
Aged Garlic Bulbs 500ml,Patanjali Milling,FRES-000213,890100786265,Fresh Produce,208,bag,135.04,235.47,2026-08-29,Aisle 01,chilled
Desi Cardamom Spiced Veg Burger Patties 6-Pack,Pashmina Foods,FROZ-000214,890100786266,Frozen Foods,80,packet,357.59,581.03,2027-02-21,Aisle 08,frozen
Wildcrafted Jalapeno Lime Lentils Red Masoor 750ml,Urban Roots Goods,PANT-000215,890100786267,Pantry & Dry Goods,207,can,512.90,783.19,2026-08-28,Aisle 07,ambient
Cured Kesar Pista Salted Butter 8-Pack,SunBrite Springs,DAIR-000216,890100786268,Dairy & Eggs,244,carton,161.24,267.74,2026-09-12,Aisle 03,chilled
Valley Fresh Alphonso Mango Sona Masoori Rice 400g,Satvik Naturals,PANT-000217,890100786269,Pantry & Dry Goods,204,bottle,347.41,491.97,2028-02-25,Aisle 06,ambient
Smoked Alphonso Mango Tender Coconut Water 5L,Organic Tattva Harvest,BEVE-000218,890100786270,Beverages,67,box,101.11,182.39,2026-11-15,Aisle 05,ambient
Plant-Based Matcha Green Tea Toor Dal Premium 500g,Himalayan Springs,PANT-000219,890100786271,Pantry & Dry Goods,145,box,544.41,738.39,2026-08-29,Aisle 07,ambient
Golden Dark Chocolate Organic Sharbati Atta 250g,Himalayan Agro,PANT-000220,890100786272,Pantry & Dry Goods,19,bag,703.55,966.38,2028-05-08,Aisle 06,ambient
Roasted Stainless Steel Scrubber 3pk 300g,Heritage Provisions,HOUS-000221,890100786273,Household & Personal Care,155,pack,463.04,794.67,2028-02-07,Aisle 12,ambient
Cold-Pressed Caramelized Onion Mishri Mawa 10-Pack,Organic Tattva Plantations,DAIR-000222,890100786274,Dairy & Eggs,170,packet,88.57,158.55,2026-09-12,Aisle 02,chilled
Aged Kokum Sharbat 330ml,Pashmina Kitchens,BEVE-000223,890100786275,Beverages,122,bag,340.43,549.79,2026-09-14,Aisle 05,ambient
Handcrafted Kachi Ghani Mustard Banana Chips Kerala Style 5L,Pashmina Farms,SNAC-000224,890100786276,Snacks & Confectionery,126,bag,117.31,181.57,2027-06-16,Aisle 09,ambient
Spiced Mozzarella Shredded 24-Pack,Tata Mills,DAIR-000225,890100786277,Dairy & Eggs,5,pack,301.03,427.65,2026-09-02,Aisle 02,chilled
Crisp Toned Milk 8-Pack,Satvik Springs,DAIR-000226,890100786278,Dairy & Eggs,10,tub,163.36,297.76,2026-09-15,Aisle 02,chilled
Unpolished Pista Almond Brownie Bites 2L,Desi Organics Plantations,BAKE-000227,890100786279,Bakery & Deli,49,box,27.04,45.55,2026-09-09,Aisle 03,ambient
Desi Frozen Veg Momos 5L,Saffola Kitchens,FROZ-000228,890100786280,Frozen Foods,157,pack,283.05,483.24,2026-12-08,Aisle 09,frozen
Cured Masala Chai Mosquito Vaporizer Refill 150ml,Royal Indian Plantations,HOUS-000229,890100786281,Household & Personal Care,124,bottle,435.35,683.57,2028-08-16,Aisle 11,ambient
Aged Edamame Pods 100g,Pure Vedic Dairy,FROZ-000230,890100786282,Frozen Foods,220,box,134.02,205.49,2027-01-20,Aisle 08,frozen
Spiced Chicken Drumsticks 750ml,Himalayan Dairy,MEAT-000231,890100786283,Meat & Seafood,247,kg,319.44,407.06,2026-08-31,Aisle 05,chilled
Heritage Sea Salt Dishwash Gel Lemon Value Pack,Catch Botanicals,HOUS-000232,890100786284,Household & Personal Care,243,bottle,405.43,655.59,2026-08-24,Aisle 12,ambient
Cured Mutton Curry Cut 150g,Deccan Farms,MEAT-000233,890100786285,Meat & Seafood,121,pcs,640.24,1037.11,2026-08-23,Aisle 05,chilled
Raw Cinnamon Spice Masala Potato Chips 150ml,SunBrite Harvest,SNAC-000234,890100786286,Snacks & Confectionery,224,tub,154.06,261.86,2026-12-21,Aisle 10,ambient
Valley Fresh Atlantic Salmon Fillet 5kg,Patanjali Kitchens,MEAT-000235,890100786287,Meat & Seafood,203,kg,370.92,474.64,2026-09-02,Aisle 05,chilled
Sun-Dried Pineapples 500g,Organic Tattva Milling,FRES-000236,890100786288,Fresh Produce,36,kg,129.21,232.07,2026-09-04,Aisle 02,ambient
Sweet Ladyfinger (Bhindi) Value Pack,Vedic Fresh Plantations,FRES-000237,890100786289,Fresh Produce,238,bunch,37.23,57.46,2026-09-04,Aisle 02,ambient
Royal Masala Chai Pomfret Whole 100g,Nature Harvest Botanicals,MEAT-000238,890100786290,Meat & Seafood,57,kg,455.18,748.23,2026-08-31,Aisle 05,chilled
Pure Kashmiri Saffron Ciabatta Roll 400g,Bhoomi Farms,BAKE-000239,890100786291,Bakery & Deli,75,box,190.00,241.12,2026-09-01,Aisle 04,chilled
Country Style Ajwain & Jeera Mishri Mawa 330ml,Dabur Farms,DAIR-000240,890100786292,Dairy & Eggs,53,tub,339.74,471.45,2026-09-24,Aisle 02,chilled
Artisan Masala Potato Chips 200g,Fortune Kitchens,SNAC-000241,890100786293,Snacks & Confectionery,214,tub,35.77,53.11,2026-12-26,Aisle 10,ambient
Natural Truffle Infused Oat Milk 1.5L,Vedic Fresh Plantations,DAIR-000242,890100786294,Dairy & Eggs,147,box,336.43,443.51,2026-08-31,Aisle 02,chilled
Plant-Based Stainless Steel Scrubber 3pk 400g,Kaveri Dairy,HOUS-000243,890100786295,Household & Personal Care,73,packet,549.11,760.67,2027-10-19,Aisle 12,ambient
Pure Kitchen Paper Towels 4-Roll 500ml,Ganga Harvest,HOUS-000244,890100786296,Household & Personal Care,55,box,525.36,821.96,2029-02-05,Aisle 12,ambient
Handcrafted Electrolyte Energy Drink 2-Pack,Catch Provisions,BEVE-000245,890100786297,Beverages,145,pack,385.56,630.94,2027-03-25,Aisle 05,chilled
Signature Alphonso Mango Green Chillies 200ml,Kaveri Springs,FRES-000246,890100786298,Fresh Produce,85,pack,64.05,115.41,2026-09-10,Aisle 01,chilled
Pure Masala Chai Frozen Paneer Cubes Family Pack,Fortune Plantations,FROZ-000247,890100786299,Frozen Foods,216,packet,98.53,148.74,2027-08-20,Aisle 09,frozen
Extra-Virgin Gourmet Cookies Choco-Chip 1L,Heritage Harvest,SNAC-000248,890100786300,Snacks & Confectionery,217,bar,207.79,294.33,2027-04-13,Aisle 09,ambient
Spiced Amla Juice Pure 350g,Vedic Fresh Dairy,BEVE-000249,890100786301,Beverages,130,pack,348.63,529.37,2026-09-26,Aisle 06,chilled
Natural Lemon Pepper Green Chillies 750g,Tata Provisions,FRES-000250,890100786302,Fresh Produce,126,pack,141.85,203.28,2026-09-12,Aisle 01,ambient
Plant-Based Caramelized Onion Basa Fish Fillets 2kg,Urban Roots Milling,MEAT-000251,890100786303,Meat & Seafood,87,pack,312.46,548.24,2026-08-30,Aisle 05,chilled
Free-Range Kitchen Paper Towels 4-Roll 4-Pack,FarmGold Harvest,HOUS-000252,890100786304,Household & Personal Care,244,box,544.68,901.94,2027-12-19,Aisle 11,ambient
Artisan Banana Chips Kerala Style 200g,Nilgiri Botanicals,SNAC-000253,890100786305,Snacks & Confectionery,131,tub,136.09,198.66,2026-12-10,Aisle 09,ambient
Low-Sodium Lemons 400g,Mother Dairy Harvest,FRES-000254,890100786306,Fresh Produce,226,kg,132.46,235.01,2026-09-07,Aisle 01,chilled
Crisp Tandoori Smoked Garlic Naan Frozen 4pk 8-Pack,Satvik Mills,FROZ-000255,890100786307,Frozen Foods,235,pack,302.69,439.62,2027-02-22,Aisle 09,frozen
Stone-Ground Greek Yogurt 250ml,Heritage Kitchens,DAIR-000256,890100786308,Dairy & Eggs,228,pack,213.89,358.45,2026-09-21,Aisle 03,chilled
Free-Range Sea Salt Cow Milk 8-Pack,Nature Harvest Agro,DAIR-000257,890100786309,Dairy & Eggs,243,pack,445.19,622.36,2026-09-09,Aisle 03,chilled
Whole-Grain Cauliflower 1kg,Green Earth Kitchens,FRES-000258,890100786310,Fresh Produce,165,bag,89.80,136.90,2026-09-03,Aisle 01,ambient
Sun-Dried Cheese Croissant 200g,FarmGold Naturals,BAKE-000259,890100786311,Bakery & Deli,176,box,255.42,355.94,2026-08-29,Aisle 03,chilled
Premium Aloo Tikki 8-Pack 200g,Bhoomi Dairy,FROZ-000260,890100786312,Frozen Foods,178,bag,178.39,312.18,2027-08-10,Aisle 08,frozen
Gluten-Free Biodegradable Garbage Bags 5L,Tata Organics,HOUS-000261,890100786313,Household & Personal Care,186,tube,146.12,207.38,2028-01-29,Aisle 11,ambient
Desi Smoked Paprika Organic Rolled Oats 4-Pack,Vedic Fresh Dairy,PANT-000262,890100786314,Pantry & Dry Goods,215,packet,197.29,361.05,2026-11-29,Aisle 08,ambient
Select Mustard Oil Kachi Ghani 200ml,Amul Agro,PANT-000263,890100786315,Pantry & Dry Goods,121,bottle,608.97,1082.38,2026-08-25,Aisle 06,ambient
Artisan Kachi Ghani Mustard Electrolyte Energy Drink 350g,Tata Kitchens,BEVE-000264,890100786316,Beverages,31,pack,106.87,164.21,2027-08-17,Aisle 05,ambient
Authentic Moong Dal Namkeen 4-Pack,Tata Agro,SNAC-000265,890100786317,Snacks & Confectionery,56,pack,238.02,385.97,2026-10-19,Aisle 10,ambient
Homestyle Kaju Katli Sweet Box 1.5L,Pure Vedic Botanicals,SNAC-000266,890100786318,Snacks & Confectionery,40,bag,93.92,121.47,2027-03-23,Aisle 09,ambient
Zero-Sugar Squid Rings Cleaned 5kg,Amul Botanicals,MEAT-000267,890100786319,Meat & Seafood,198,pcs,760.64,973.41,2026-08-29,Aisle 04,chilled
Homestyle 70% Dark Chocolate Bar 500g,Tata Agro,SNAC-000268,890100786320,Snacks & Confectionery,183,bar,55.25,93.38,2027-06-16,Aisle 10,ambient
Traditional Bagel Plain 4pk 100g,Royal Indian Mills,BAKE-000269,890100786321,Bakery & Deli,134,box,200.37,345.76,2026-08-28,Aisle 04,ambient
Roasted Jalapeno Lime Dishwash Gel Lemon 250ml,Patanjali Dairy,HOUS-000270,890100786322,Household & Personal Care,37,box,238.70,376.23,2026-08-28,Aisle 12,ambient
Whole-Grain Jalapeno Lime Chicken Keema 5kg,Ganga Goods,MEAT-000271,890100786323,Meat & Seafood,131,kg,565.92,859.62,2026-08-31,Aisle 04,chilled
Aged Alphonso Mango Biodegradable Garbage Bags 250ml,Saffola Harvest,HOUS-000272,890100786324,Household & Personal Care,126,bottle,84.87,129.31,2029-05-23,Aisle 11,ambient
Royal Bell Peppers 1L,Dabur Plantations,FRES-000273,890100786325,Fresh Produce,230,bunch,18.18,28.43,2026-09-11,Aisle 02,ambient
Cured Floor Disinfectant Pine 6-Pack,Green Earth Springs,HOUS-000274,890100786326,Household & Personal Care,138,pack,36.88,68.11,2027-12-26,Aisle 12,ambient
Sun-Dried Chatpata Masala Penne Rigate Pasta 1L,Catch Dairy,PANT-000275,890100786327,Pantry & Dry Goods,57,box,725.20,1336.95,2027-03-29,Aisle 08,ambient
Heritage Caramelized Onion Iced Lemon Tea 6-Pack,Green Earth Provisions,BEVE-000276,890100786328,Beverages,4,box,132.94,176.40,2026-12-26,Aisle 06,ambient
Organic Truffle Infused Roasted Makhana Foxnuts 50g,Deccan Provisions,SNAC-000277,890100786329,Snacks & Confectionery,215,box,356.04,479.50,2026-08-28,Aisle 09,ambient
Cured Ayurvedic Bath Soap 6-Pack,Satvik Goods,HOUS-000278,890100786330,Household & Personal Care,159,bottle,358.97,659.35,2027-10-15,Aisle 11,ambient
Plant-Based Toned Milk 1.5L,Catch Agro,DAIR-000279,890100786331,Dairy & Eggs,48,pack,311.52,404.87,2026-09-19,Aisle 03,chilled
Raw Sea Salt Cinnamon Swirl Buns 100g,Kaveri Agro,BAKE-000280,890100786332,Bakery & Deli,55,box,197.08,351.09,2026-08-30,Aisle 03,ambient
Traditional Chicken Frankfurters 6-Pack,Nilgiri Botanicals,BAKE-000281,890100786333,Bakery & Deli,96,pcs,223.48,384.48,2026-09-04,Aisle 03,ambient
Unpolished Ajwain & Jeera Floor Disinfectant Pine 200ml,Satvik Botanicals,HOUS-000282,890100786334,Household & Personal Care,211,box,217.70,358.96,2028-10-13,Aisle 12,ambient
Wildcrafted Matcha Green Tea Oranges Nagpur 330ml,Green Earth Harvest,FRES-000283,890100786335,Fresh Produce,97,pack,122.18,214.13,2026-08-30,Aisle 01,ambient
Signature Cinnamon Spice Kokum Sharbat 150ml,Himalayan Plantations,BEVE-000284,890100786336,Beverages,161,bottle,90.68,123.54,2026-09-16,Aisle 06,ambient
Premium Basa Fish Fillets 5kg,Bhoomi Springs,MEAT-000285,890100786337,Meat & Seafood,125,pcs,833.27,1514.10,2026-08-30,Aisle 04,chilled
Grass-Fed Penne Rigate Pasta 150ml,Ganga Goods,PANT-000286,890100786338,Pantry & Dry Goods,131,bottle,548.30,948.99,2027-04-09,Aisle 07,ambient
Extra-Virgin Ginger Kombucha 200ml,Saffola Mills,BEVE-000287,890100786339,Beverages,57,bottle,444.60,622.84,2027-06-18,Aisle 05,ambient
Gourmet Moong Dal Namkeen 10kg,Ganga Naturals,SNAC-000288,890100786340,Snacks & Confectionery,116,bar,142.65,209.68,2026-11-29,Aisle 10,ambient
Artisan Herbal Hand Wash Neem 400g,Deccan Botanicals,HOUS-000289,890100786341,Household & Personal Care,98,bottle,323.54,445.25,2028-01-24,Aisle 12,ambient
Select Sweet Tamarind Shampoo Anti-Dandruff 500g,Green Earth Agro,HOUS-000290,890100786342,Household & Personal Care,147,bottle,75.04,106.72,2028-05-03,Aisle 12,ambient
Premium Cinnamon Swirl Buns Snack Pack,Pure Vedic Dairy,BAKE-000291,890100786343,Bakery & Deli,196,pcs,293.61,387.27,2026-09-04,Aisle 03,ambient
Whole-Grain Liquid Laundry Detergent 2L,Kaveri Kitchens,HOUS-000292,890100786344,Household & Personal Care,219,packet,439.05,741.93,2028-07-06,Aisle 12,ambient
Natural Ajwain & Jeera Bath Tissue 6-Pack 1L,Desi Organics Provisions,HOUS-000293,890100786345,Household & Personal Care,202,box,120.61,162.11,2028-05-04,Aisle 12,ambient
Gluten-Free Roasted Salted Cashews 1.5L,Tata Organics,SNAC-000294,890100786346,Snacks & Confectionery,75,tub,79.31,140.14,2027-03-31,Aisle 09,ambient
Low-Sodium Smoked Paprika Badam Milk Drink 400g,Royal Indian Dairy,BEVE-000295,890100786347,Beverages,67,carton,58.52,96.48,2027-05-10,Aisle 06,chilled
Smoked Lemon Pepper Biodegradable Garbage Bags 8-Pack,Green Earth Provisions,HOUS-000296,890100786348,Household & Personal Care,208,packet,78.31,104.13,2027-03-16,Aisle 12,ambient
Raw Cold Brew Coffee 12-Pack,Bhoomi Farms,BEVE-000297,890100786349,Beverages,139,bag,284.83,464.48,2027-06-28,Aisle 05,ambient
Wildcrafted Cold Pressed Orange Juice 24-Pack,Fortune Farms,BEVE-000298,890100786350,Beverages,77,box,138.92,243.61,2027-02-08,Aisle 06,chilled
Gluten-Free Tulsi Honey Desi Cow Ghee 750ml,SunBrite Dairy,DAIR-000299,890100786351,Dairy & Eggs,127,pack,156.02,273.67,2026-09-04,Aisle 02,chilled
